hash,p,family,nP,nB,n,method,n_enum,verdict,count,n_verified,n_verify_fail,n_degenerate,n_tear_nonempty,n_tear_empty,n_tear_other,climb_p2,climb_p2_tear_nonempty,climb_p3,wall_s,note
6a1c14eb145a,13,F2,6,5,11,exhaustive-bilinear,28561,EMPTY,0,0,0,0,0,0,0,0,0,0,0.475,
72669f9d2b81,13,F2,4,6,10,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.024,
74c3dfa7c896,13,F2,7,6,13,exhaustive-bilinear,371293,EMPTY,0,0,0,0,0,0,0,0,0,0,11.094,
777ef8361a3f,13,F2,6,5,11,exhaustive-bilinear,28561,EMPTY,0,0,0,0,0,0,0,0,0,0,0.552,
8188551c0bb9,13,F2,5,4,9,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.063,
81ef8437cc9f,13,F2,4,5,9,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.058,
8546e70d71c8,13,F2,7,6,13,exhaustive-bilinear,371293,EMPTY,0,0,0,0,0,0,0,0,0,0,20.839,
89ad95a7b15a,13,F2,5,4,9,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.05,
90d5655fda77,13,F2,5,5,10,exhaustive-bilinear,28561,EMPTY,0,0,0,0,0,0,0,0,0,0,0.303,
91302068c453,13,F2,6,4,10,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.028,
9185256956de,13,F2,4,6,10,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.024,
93059946dcb8,13,F2,5,6,11,exhaustive-bilinear,28561,EMPTY,0,0,0,0,0,0,0,0,0,0,0.434,
9f7ec0133568,13,F2,4,7,11,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.041,
a72dc1de237c,13,F2,4,5,9,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.018,
ad7f867171ab,13,F2,5,5,10,exhaustive-bilinear,28561,EMPTY,0,0,0,0,0,0,0,0,0,0,0.459,
b329456c14c6,13,F2,6,4,10,exhaustive-bilinear,2197,NONEMPTY,156,8,0,0,0,8,0,0,0,0,0.038,
bc27bebabfdb,13,F2,6,4,10,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.029,
c606b836af5d,13,F2,5,5,10,exhaustive-bilinear,28561,EMPTY,0,0,0,0,0,0,0,0,0,0,0.383,
cb6ad8904227,13,F2,4,5,9,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.017,
d10c673f0be4,13,F2,7,5,12,exhaustive-bilinear,28561,EMPTY,0,0,0,0,0,0,0,0,0,0,1.458,
d253a8cf939f,13,F2,4,4,8,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.01,
dbf02b8eead9,13,F2,4,6,10,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.028,
e54b14afd612,13,F2,5,6,11,exhaustive-bilinear,28561,EMPTY,0,0,0,0,0,0,0,0,0,0,0.57,
f5c5636a5f41,13,F2,7,5,12,exhaustive-bilinear,28561,NONEMPTY,12,0,0,8,0,0,0,0,0,0,0.868,
f7094c71d8c2,13,F2,5,6,11,exhaustive-bilinear,28561,EMPTY,0,0,0,0,0,0,0,0,0,0,0.488,
fb9356304555,13,F2,5,6,11,exhaustive-bilinear,28561,EMPTY,0,0,0,0,0,0,0,0,0,0,0.774,
e43c4718fea8,13,F3,4,5,9,exhaustive-bilinear,2197,EMPTY,0,0,0,0,0,0,0,0,0,0,0.013,
01600978848b,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.159,
162625e34709,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.169,
177283154864,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,272,7,0,1,0,0,7,0,0,0,0.143,
185718d0ab3b,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.187,
1ce49f99fc35,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.142,
1eaa4ba97e0b,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.179,
376ebcbe6f85,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.233,
3831f7d00305,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.161,
3c61ff98bd29,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.187,
3ee44a89c2a2,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.148,
401f221c97bf,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.242,
43bf1267f91f,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.178,
45295483ecdd,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,4624,7,0,1,0,0,7,0,0,0,0.171,
4c6ba80b5088,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.165,
5117aa220e6a,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.167,
58a97c22bba3,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.189,
5a9004d7449f,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.237,
5c7361274501,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.314,
5fb91e7067b8,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.266,
60bf9e7c3055,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.083,
64b8ee8bb254,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.101,
6aa8811cef94,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.177,
6ad54376483f,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.17,
6ea6b99ecf9b,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.201,
7113f11e78e0,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.193,
71a0f8205665,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,272,7,0,1,0,0,7,0,0,0,0.191,
7537591317d4,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.156,
799b7c968b97,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.177,
7a2b773c87b8,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.172,
7a70d838f8ee,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,272,0,0,8,0,0,0,0,0,0,0.207,
7b0f9b5e0bdd,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.221,
81304a79923e,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.198,
880a1330c8df,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.166,
8cd4ee8ba514,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.172,
8e4026d13e6f,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.181,
9f5c593be425,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.178,
a4b44f2ae805,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.173,
a6657752317c,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.162,
ad4246136c08,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.197,
bab9403f7486,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,272,7,0,1,0,0,7,0,0,0,0.149,
c37f7a8cd636,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.194,
db953ece368a,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.157,
e37bcb665c78,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.153,
ebaab96de745,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.162,
ebfa416e7d34,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.166,
f3656a29ea7d,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.159,
f48153aa054b,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,16,0,0,8,0,0,0,0,0,0,0.265,
f8fe5e0167ea,17,F1,4,5,9,exhaustive-bilinear,4913,NONEMPTY,272,0,0,8,0,0,0,0,0,0,0.171,
0481f82b0698,17,F2,7,4,11,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.114,
0c0764a9d8a2,17,F2,4,6,10,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.063,
0d2bd2a35e95,17,F2,4,6,10,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.159,
0e9efbc2b7da,17,F2,5,6,11,exhaustive-bilinear,83521,EMPTY,0,0,0,0,0,0,0,0,0,0,3.051,
175ff3362b0d,17,F2,5,5,10,exhaustive-bilinear,83521,EMPTY,0,0,0,0,0,0,0,0,0,0,1.989,
1f479a584da2,17,F2,7,6,13,groebner-gfp-field,1419857,EMPTY,,0,0,0,0,0,0,0,0,0,0.097,
2864d38c0656,17,F2,7,5,12,exhaustive-bilinear,83521,EMPTY,0,0,0,0,0,0,0,0,0,0,4.593,
2dbf6690bf2e,17,F2,6,7,13,groebner-gfp-field,1419857,EMPTY,,0,0,0,0,0,0,0,0,0,0.521,
32651d442afd,17,F2,6,4,10,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.17,
3acf19bce7cf,17,F2,4,7,11,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.246,
5427524651a6,17,F2,4,5,9,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.11,
557ef5489905,17,F2,4,7,11,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.171,
58dfedc8ba40,17,F2,7,6,13,groebner-gfp-field,1419857,EMPTY,,0,0,0,0,0,0,0,0,0,0.208,
5ec417217e00,17,F2,4,6,10,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.181,
65fd91525084,17,F2,7,5,12,exhaustive-bilinear,83521,EMPTY,0,0,0,0,0,0,0,0,0,0,4.005,
6b6739317311,17,F2,6,6,12,groebner-gfp-field,1419857,EMPTY,,0,0,0,0,0,0,0,0,0,0.57,
6d585a49332e,17,F2,5,4,9,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.09,
6ea8b6aeb6a4,17,F2,6,4,10,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.07,
6f4ed697ec8b,17,F2,4,6,10,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.156,
7720d8e30ed7,17,F2,7,7,14,groebner-gfp-field,24137569,EMPTY,,0,0,0,0,0,0,0,0,0,0.384,
790ff64cc0b6,17,F2,6,6,12,groebner-gfp-field,1419857,EMPTY,,0,0,0,0,0,0,0,0,0,0.438,
7adc83dad84e,17,F2,5,6,11,exhaustive-bilinear,83521,EMPTY,0,0,0,0,0,0,0,0,0,0,3.616,
7ef679ea0e74,17,F2,5,5,10,exhaustive-bilinear,83521,EMPTY,0,0,0,0,0,0,0,0,0,0,1.825,
81ab8d152bf7,17,F2,4,4,8,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.027,
831dba0ccaf1,17,F2,7,6,13,groebner-gfp-field,1419857,EMPTY,,0,0,0,0,0,0,0,0,0,0.571,
979a01822d85,17,F2,6,5,11,exhaustive-bilinear,83521,NONEMPTY,272,8,0,0,0,0,8,0,0,0,6.27,
a18ca18c8325,17,F2,4,5,9,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.084,
a6ed0ea92069,17,F2,5,6,11,exhaustive-bilinear,83521,EMPTY,0,0,0,0,0,0,0,0,0,0,2.12,
a8d20f29af09,17,F2,7,5,12,exhaustive-bilinear,83521,EMPTY,0,0,0,0,0,0,0,0,0,0,4.191,
ac3467b87c7c,17,F2,6,4,10,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.07,
bb7c9db3917f,17,F2,7,6,13,groebner-gfp-field,1419857,EMPTY,,0,0,0,0,0,0,0,0,0,0.398,
bf24651d98dd,17,F2,7,4,11,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.165,
ca00f91df6c8,17,F2,6,5,11,exhaustive-bilinear,83521,EMPTY,0,0,0,0,0,0,0,0,0,0,3.004,
d0499f116958,17,F2,6,4,10,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.131,
db745509e25b,17,F2,6,6,12,groebner-gfp-field,1419857,EMPTY,,0,0,0,0,0,0,0,0,0,0.379,
dffb27f64f1d,17,F2,6,7,13,groebner-gfp-field,1419857,EMPTY,,0,0,0,0,0,0,0,0,0,0.155,
e4bcbda7f550,17,F2,7,6,13,groebner-gfp-field,1419857,EMPTY,,0,0,0,0,0,0,0,0,0,0.89,
eade551ec31f,17,F2,6,4,10,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.1,
f50780204d93,17,F2,5,4,9,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.087,
f6b8eb1ff282,17,F2,5,4,9,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.072,
e43c4718fea8,17,F3,4,5,9,exhaustive-bilinear,4913,EMPTY,0,0,0,0,0,0,0,0,0,0,0.031,
