family,hash,poly,tdeg,degx,degy,nterms,u_modp,u_q,t_modp,t_q,sy,sy_nodes,sy_leaves,t_sy,fib,t_fib,agree,crux,label
F2,55d59d2380b6,x^2*y^2 - 3*x^2*y + (9/4)*x^2 - 3*y + (9/2),4,2,2,5,PASS,PASS,0.008,0.008,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.164,CORROBORATED,True,"F2 n=2 c=1 a=0 h0=-3 t=[(0, Fraction(-3, 1))]"
F2,8e3b0712a119,(-9/4)*x^7 + (33/2)*x^6 + 3*x^5*y - 49*x^5 - 20*x^4*y - 1*x^3*y^2 + 80*x^4 + 50*x^3*y + 6*x^2*y^2 - 85*x^3 - 60*x^2*y - 12*x*y^2 + (127/2)*x^2 + 40*x*y + 8*y^2 - 29*x - 17*y + 9,7,7,2,18,PASS,PASS,0.008,0.008,NON_COORDINATE,4,2,0.001,NON_COORDINATE_BY_R,0.175,CORROBORATED,True,"F2 n=3 c=-1 a=2 h0=-1 t=[(0, Fraction(-2, 1)), (1, Fraction(2, 1)), (2, Fraction(-3, 1))]"
F2,2d7d6f9e3870,3*x^6 + 6*x^5*y + 3*x^4*y^2 + 9*x^5 + 9*x^4*y + (27/4)*x^4 + x + y + (3/2),6,6,2,9,PASS,PASS,0.008,0.008,NON_COORDINATE,3,2,0.0,NON_COORDINATE_BY_R,0.152,CORROBORATED,True,"F2 n=4 c=3 a=0 h0=1 t=[(0, Fraction(3, 1)), (1, Fraction(2, 1))]"
F2,d09b5648af51,(9/4)*x^5 + 3*x^4*y + x^3*y^2 + (39/4)*x^4 + 11*x^3*y + 3*x^2*y^2 + (67/4)*x^3 + 15*x^2*y + 3*x*y^2 + (57/4)*x^2 + 9*x*y + y^2 + (9/2)*x + y,5,5,2,14,PASS,PASS,0.009,0.008,NON_COORDINATE,3,2,0.0,NON_COORDINATE_BY_R,0.166,CORROBORATED,True,"F2 n=3 c=1 a=-1 h0=-1 t=[(0, Fraction(2, 1)), (1, Fraction(3, 1))]"
F2,fac1a2344a58,-1*x^2*y^2 - 1*x^2*y + 2*x*y^2 + (-1/4)*x^2 + 2*x*y - 1*y^2 + (1/2)*x + (1/4),4,2,2,8,PASS,PASS,0.008,0.008,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.151,CORROBORATED,True,"F2 n=2 c=-1 a=1 h0=1 t=[(0, Fraction(1, 1))]"
F2,aca9f184bec5,(-9/2)*x^8 - 9*x^7 - 6*x^6*y + (-21/2)*x^6 - 6*x^5*y - 2*x^4*y^2 - 6*x^5 - 4*x^4*y - 2*x^4 + 3*x^2 + 3*x + 2*y + 2,8,8,2,13,PASS,PASS,0.008,0.008,NON_COORDINATE,4,2,0.001,NON_COORDINATE_BY_R,0.187,CORROBORATED,True,"F2 n=4 c=-2 a=0 h0=2 t=[(0, Fraction(2, 1)), (1, Fraction(3, 1)), (2, Fraction(3, 1))]"
F2,8486fde049ff,-2*x^2*y^2 - 2*x^2*y + (-1/2)*x^2 - 1*y + (-1/2),4,2,2,5,PASS,PASS,0.008,0.008,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.15,CORROBORATED,True,"F2 n=2 c=-2 a=0 h0=-1 t=[(0, Fraction(1, 1))]"
F2,9ef0724f7b9c,(-9/4)*x^7 + (-45/4)*x^6 - 3*x^5*y - 21*x^5 - 12*x^4*y - 1*x^3*y^2 + (-33/2)*x^4 - 17*x^3*y - 3*x^2*y^2 + (-5/2)*x^3 - 9*x^2*y - 3*x*y^2 + (9/2)*x^2 - 1*y^2 + (9/4)*x + 2*y + (-3/4),7,7,2,17,PASS,PASS,0.008,0.008,NON_COORDINATE,4,2,0.001,NON_COORDINATE_BY_R,0.171,CORROBORATED,True,"F2 n=3 c=-1 a=-1 h0=1 t=[(0, Fraction(-1, 1)), (1, Fraction(3, 1)), (2, Fraction(3, 1))]"
F2,4f443eee78bd,-2*x*y^2 - 4*x*y - 2*y^2 - 2*x - 3*y - 1,3,1,2,6,PASS,PASS,0.007,0.009,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.147,CORROBORATED,True,"F2 n=1 c=-2 a=-1 h0=1 t=[(0, Fraction(2, 1))]"
F2,ff584012da53,(1/2)*x^8 - 2*x^7 - 2*x^6*y - 5*x^6 + 12*x^5*y + 2*x^4*y^2 + 34*x^5 - 10*x^4*y - 16*x^3*y^2 + (-55/2)*x^4 - 80*x^3*y + 48*x^2*y^2 - 116*x^3 + 240*x^2*y - 64*x*y^2 + (569/2)*x^2 - 256*x*y + 32*y^2 - 239*x + 95*y + (141/2),8,8,2,21,PASS,PASS,0.008,0.007,NON_COORDINATE,4,2,0.001,NON_COORDINATE_BY_R,0.196,CORROBORATED,True,"F2 n=4 c=2 a=2 h0=-1 t=[(0, Fraction(3, 1)), (1, Fraction(-2, 1)), (2, Fraction(-1, 1))]"
F2,99234f52a457,(9/2)*x^6 + 3*x^5 - 6*x^4*y + (19/2)*x^4 - 2*x^3*y + 2*x^2*y^2 + 3*x^3 - 6*x^2*y + 3*x^2 + (-1/2)*x + y + (-3/2),6,6,2,12,PASS,PASS,0.007,0.007,NON_COORDINATE,4,2,0.001,NON_COORDINATE_BY_R,0.18,CORROBORATED,True,"F2 n=2 c=2 a=0 h0=1 t=[(0, Fraction(-3, 1)), (1, Fraction(-1, 1)), (2, Fraction(-3, 1))]"
F2,625b33453fd9,(9/2)*x^7 - 9*x^6 + 6*x^5*y + (27/2)*x^5 - 6*x^4*y + 2*x^3*y^2 - 9*x^4 + 6*x^3*y + (9/2)*x^3 + (-9/2)*x^2 + (9/2)*x - 3*y + (-9/2),7,7,2,13,PASS,PASS,0.007,0.007,NON_COORDINATE,4,2,0.001,NON_COORDINATE_BY_R,0.166,CORROBORATED,True,"F2 n=3 c=2 a=0 h0=-3 t=[(0, Fraction(3, 1)), (1, Fraction(-3, 1)), (2, Fraction(3, 1))]"
F2,90ed45a6e2a0,(9/2)*x^8 + 18*x^7 + 6*x^6*y + 18*x^6 + 24*x^5*y + 2*x^4*y^2 - 18*x^5 + 30*x^4*y + 8*x^3*y^2 - 45*x^4 + 12*x^2*y^2 - 18*x^3 - 30*x^2*y + 8*x*y^2 + (33/2)*x^2 - 24*x*y + 2*y^2 + 18*x - 7*y + 6,8,8,2,20,PASS,PASS,0.008,0.007,NON_COORDINATE,4,2,0.001,NON_COORDINATE_BY_R,0.19,CORROBORATED,True,"F2 n=4 c=2 a=-1 h0=-1 t=[(0, Fraction(-3, 1)), (2, Fraction(3, 1))]"
F2,9caad9cebba8,(1/2)*x^6 - 3*x^5 + 2*x^4*y + (15/2)*x^4 - 8*x^3*y + 2*x^2*y^2 - 10*x^3 + 12*x^2*y - 4*x*y^2 + (17/2)*x^2 - 8*x*y + 2*y^2 - 5*x + 4*y + (3/2),6,6,2,15,PASS,PASS,0.007,0.007,NON_COORDINATE,4,2,0.001,NON_COORDINATE_BY_R,0.19,CORROBORATED,True,"F2 n=2 c=2 a=1 h0=2 t=[(0, Fraction(1, 1)), (1, Fraction(-2, 1)), (2, Fraction(1, 1))]"
F2,c0b6089f980a,x^3*y^2 - 1*x^3*y + (1/4)*x^3 + y + (-1/2),5,3,2,5,PASS,PASS,0.007,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.151,CORROBORATED,True,"F2 n=3 c=1 a=0 h0=1 t=[(0, Fraction(-1, 1))]"
F2,0e7b40eabc35,2*x^5 - 4*x^4*y + 2*x^3*y^2 - 8*x^4 + 14*x^3*y - 6*x^2*y^2 + (25/2)*x^3 - 18*x^2*y + 6*x*y^2 + (-19/2)*x^2 + 10*x*y - 2*y^2 + (3/2)*x + (1/2),5,5,2,14,PASS,PASS,0.007,0.007,NON_COORDINATE,3,2,0.001,NON_COORDINATE_BY_R,0.183,CORROBORATED,True,"F2 n=3 c=2 a=1 h0=2 t=[(0, Fraction(1, 1)), (1, Fraction(-2, 1))]"
F2,479cc8ce24b6,x^4*y^2 + x^4*y - 8*x^3*y^2 + (1/4)*x^4 - 8*x^3*y + 24*x^2*y^2 - 2*x^3 + 24*x^2*y - 32*x*y^2 + 6*x^2 - 32*x*y + 16*y^2 - 8*x + 17*y + (9/2),6,4,2,15,PASS,PASS,0.008,0.008,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.178,CORROBORATED,True,"F2 n=4 c=1 a=2 h0=1 t=[(0, Fraction(1, 1))]"
F2,62469406051b,(27/4)*x^7 + (-9/2)*x^6 + 9*x^5*y + (-51/4)*x^5 - 3*x^4*y + 3*x^3*y^2 + (9/2)*x^4 - 9*x^3*y + (27/4)*x^3 + (3/2)*x^2 + (-1/2)*x + y + (-3/2),7,7,2,13,PASS,PASS,0.008,0.007,NON_COORDINATE,4,2,0.001,NON_COORDINATE_BY_R,0.167,CORROBORATED,True,"F2 n=3 c=3 a=0 h0=1 t=[(0, Fraction(-3, 1)), (1, Fraction(-1, 1)), (2, Fraction(3, 1))]"
F2,d9740b2cea73,-1*x^4*y^2 + 2*x^4*y - 1*x^4 - 3*y + 3,6,4,2,5,PASS,PASS,0.007,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.15,CORROBORATED,True,"F2 n=4 c=-1 a=0 h0=-3 t=[(0, Fraction(-2, 1))]"
F2,f7941811d34c,(27/4)*x^4 - 9*x^3*y + 3*x^2*y^2 - 9*x^3 + 15*x^2*y - 6*x*y^2 + (-3/2)*x^2 - 3*x*y + 3*y^2 + (9/2)*x - 4*y + (5/4),4,4,2,12,PASS,PASS,0.007,0.007,NON_COORDINATE,3,2,0.0,NON_COORDINATE_BY_R,0.153,CORROBORATED,True,"F2 n=2 c=3 a=1 h0=-1 t=[(0, Fraction(-1, 1)), (1, Fraction(-3, 1))]"
F2b,0af1f0d6e726,(9/8)*x^7 - 3*x^6*y + 2*x^5*y^2 + (-3/2)*x + 2*y + (-1/4),7,7,2,6,PASS,PASS,0.009,0.007,NON_COORDINATE,3,2,0.0,NON_COORDINATE_BY_R,0.22,CORROBORATED,True,"F2b n=5 c=2 h0=2 d_n=2 s=[(1, Fraction(-3, 1))]"
F2b,3d6aed586ffe,x*y^2 + x*y + (1/4)*x + y,3,1,2,4,PASS,PASS,0.007,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.213,CORROBORATED,True,"F2b n=1 c=1 h0=1 d_n=2 s=[(0, Fraction(1, 1))]"
F2b,1650ed6bc5d4,2*x^3*y^2 - 1*y + (-1/8),5,3,2,3,PASS,PASS,0.007,0.006,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.211,CORROBORATED,True,F2b n=3 c=2 h0=-1 d_n=1 s=[]
F2b,ba931525faf4,x^2*y^2 + 2*x^2*y + x^2 + y + (3/4),4,2,2,5,PASS,PASS,0.007,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.209,CORROBORATED,True,"F2b n=2 c=1 h0=1 d_n=1 s=[(0, Fraction(2, 1))]"
F2b,fe9c3436c504,x*y^2 + x*y + (1/4)*x + y + (-1/4),3,1,2,5,PASS,PASS,0.007,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.207,CORROBORATED,True,"F2b n=1 c=1 h0=1 d_n=3 s=[(0, Fraction(1, 1))]"
F2b,5bfb104832c3,2*x^4*y^2 - 3*x^4*y + (9/8)*x^4 + 2*y + (-13/8),6,4,2,5,PASS,PASS,0.007,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.213,CORROBORATED,True,"F2b n=4 c=2 h0=2 d_n=1 s=[(0, Fraction(-3, 1))]"
F2b,8afa03e98aa2,x^4*y^2 + x^4*y + (1/4)*x^4 + 2*y + (3/4),6,4,2,5,PASS,PASS,0.007,0.006,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.232,CORROBORATED,True,"F2b n=4 c=1 h0=2 d_n=1 s=[(0, Fraction(1, 1))]"
F2b,99a9e155d4fc,(1/4)*x^7 + x^6*y + x^5*y^2 + (1/2)*x^6 + x^5*y + (1/4)*x^5 + (1/2)*x + y + 1,7,7,2,9,PASS,PASS,0.01,0.007,NON_COORDINATE,3,2,0.001,NON_COORDINATE_BY_R,0.217,CORROBORATED,True,"F2b n=5 c=1 h0=1 d_n=-2 s=[(0, Fraction(1, 1)), (1, Fraction(1, 1))]"
F2b,0345526b20e6,(9/8)*x^7 + 3*x^6*y + 2*x^5*y^2 + (9/4)*x^6 + 3*x^5*y + (9/8)*x^5 + (-3/4)*x - 1*y + (-9/8),7,7,2,9,PASS,PASS,0.007,0.007,NON_COORDINATE,3,2,0.0,NON_COORDINATE_BY_R,0.216,CORROBORATED,True,"F2b n=5 c=2 h0=-1 d_n=3 s=[(0, Fraction(3, 1)), (1, Fraction(3, 1))]"
F2b,c59126bb0dbf,-1*x^2*y^2 + 2*x^2*y - 1*x^2 + y + (-5/4),4,2,2,5,PASS,PASS,0.007,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.209,CORROBORATED,True,"F2b n=2 c=-1 h0=1 d_n=-1 s=[(0, Fraction(2, 1))]"
F2b,3b3dcf769b5d,2*x^5*y^2 + 3*x^5*y + (9/8)*x^5 + y + (3/8),7,5,2,5,PASS,PASS,0.007,0.008,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.216,CORROBORATED,True,"F2b n=5 c=2 h0=1 d_n=3 s=[(0, Fraction(3, 1))]"
F2b,11f3a3e9d35c,(1/2)*x^3 - 2*x^2*y + 2*x*y^2 + (-1/2)*x + y + (1/8),3,3,2,6,PASS,PASS,0.008,0.007,NON_COORDINATE,3,2,0.0,NON_COORDINATE_BY_R,0.206,CORROBORATED,True,"F2b n=1 c=2 h0=1 d_n=-1 s=[(1, Fraction(-2, 1))]"
F2b,6c35a3237eef,(9/4)*x^7 - 3*x^6*y + x^5*y^2 + (3/2)*x^6 - 1*x^5*y + (1/4)*x^5 + (-3/2)*x + y + (-1/4),7,7,2,9,PASS,PASS,0.007,0.007,NON_COORDINATE,3,2,0.0,NON_COORDINATE_BY_R,0.213,CORROBORATED,True,"F2b n=5 c=1 h0=1 d_n=-1 s=[(0, Fraction(-1, 1)), (1, Fraction(-3, 1))]"
F2b,a52a97e76627,-1*x^3 + 2*x^2*y - 1*x*y^2 - 1*x^2 + x*y + (-5/4)*x + y + (1/4),3,3,2,8,PASS,PASS,0.007,0.007,NON_COORDINATE,3,2,0.0,NON_COORDINATE_BY_R,0.216,CORROBORATED,True,"F2b n=1 c=-1 h0=1 d_n=3 s=[(0, Fraction(1, 1)), (1, Fraction(2, 1))]"
F2b,68dd25060822,2*x*y^2 + 3*x*y + (9/8)*x + 2*y + (11/8),3,1,2,5,PASS,PASS,0.008,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.211,CORROBORATED,True,"F2b n=1 c=2 h0=2 d_n=1 s=[(0, Fraction(3, 1))]"
F2b,d28efa65a045,(9/4)*x^7 + 3*x^6*y + x^5*y^2 + (3/2)*x^6 + x^5*y + (1/4)*x^5 + 3*x + 2*y + (1/4),7,7,2,9,PASS,PASS,0.007,0.007,NON_COORDINATE,3,2,0.0,NON_COORDINATE_BY_R,0.214,CORROBORATED,True,"F2b n=5 c=1 h0=2 d_n=3 s=[(0, Fraction(1, 1)), (1, Fraction(3, 1))]"
F2b,e34dd8dbd66b,2*x^2*y^2 - 3*x^2*y + (9/8)*x^2 + y + (-9/8),4,2,2,5,PASS,PASS,0.007,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.21,CORROBORATED,True,"F2b n=2 c=2 h0=1 d_n=3 s=[(0, Fraction(-3, 1))]"
F2b,75dbff066c43,-1*x^2*y^2 - 3*x^2*y + (-9/4)*x^2 - 1*y - 2,4,2,2,5,PASS,PASS,0.007,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.214,CORROBORATED,True,"F2b n=2 c=-1 h0=-1 d_n=-2 s=[(0, Fraction(-3, 1))]"
F2b,63a7aba444df,(9/4)*x^9 + (9/2)*x^8 + 3*x^7*y + (9/4)*x^7 + 3*x^6*y + x^5*y^2 + (-3/2)*x^2 + (-3/2)*x - 1*y + (1/4),9,9,2,10,PASS,PASS,0.007,0.007,NON_COORDINATE,4,2,0.0,NON_COORDINATE_BY_R,0.261,CORROBORATED,True,"F2b n=5 c=1 h0=-1 d_n=-1 s=[(1, Fraction(3, 1)), (2, Fraction(3, 1))]"
F2b,3471c81e5940,x^9 + 2*x^8 + 2*x^7*y - 2*x^7 + 2*x^6*y + x^5*y^2 - 3*x^6 - 3*x^5*y + (9/4)*x^5 + 2*x^2 + 2*x + 2*y + (-13/4),9,9,2,13,PASS,PASS,0.008,0.007,NON_COORDINATE,4,2,0.0,NON_COORDINATE_BY_R,0.25,CORROBORATED,True,"F2b n=5 c=1 h0=2 d_n=1 s=[(0, Fraction(-3, 1)), (1, Fraction(2, 1)), (2, Fraction(2, 1))]"
F2b,4e7e4d9f438e,2*x^5*y^2 - 1*y + (-3/8),7,5,2,3,PASS,PASS,0.007,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.212,CORROBORATED,True,F2b n=5 c=2 h0=-1 d_n=3 s=[]
F2b,a0abe9d9dbe4,(1/8)*x^4 + x^3*y + 2*x^2*y^2 + (-1/2)*x^3 - 2*x^2*y + (1/2)*x^2 + (1/4)*x + y + (-5/8),4,4,2,9,PASS,PASS,0.007,0.007,NON_COORDINATE,3,2,0.0,NON_COORDINATE_BY_R,0.215,CORROBORATED,True,"F2b n=2 c=2 h0=1 d_n=1 s=[(0, Fraction(-2, 1)), (1, Fraction(1, 1))]"
F2b,ff00a32b2b63,-1*x^3*y^2 + 2*x^3*y - 1*x^3 + 2*y + (-3/2),5,3,2,5,PASS,PASS,0.007,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.211,CORROBORATED,True,"F2b n=3 c=-1 h0=2 d_n=2 s=[(0, Fraction(2, 1))]"
F2b,bf908c5b6cc3,2*x^2*y^2 + 2*x^2*y + (1/2)*x^2 + 2*y + (9/8),4,2,2,5,PASS,PASS,0.007,0.008,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.211,CORROBORATED,True,"F2b n=2 c=2 h0=2 d_n=-1 s=[(0, Fraction(2, 1))]"
F2b,97aa855ceea0,2*x^2*y^2 - 3*x^2*y + (9/8)*x^2 + y + (-1/2),4,2,2,5,PASS,PASS,0.007,0.006,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.206,CORROBORATED,True,"F2b n=2 c=2 h0=1 d_n=-2 s=[(0, Fraction(-3, 1))]"
F2b,fe940047aaa5,x^5*y^2 + x^5*y + (1/4)*x^5 + 2*y + (3/2),7,5,2,5,PASS,PASS,0.008,0.007,NON_COORDINATE,1,1,0.0,NON_COORDINATE_BY_R,0.212,CORROBORATED,True,"F2b n=5 c=1 h0=2 d_n=-2 s=[(0, Fraction(1, 1))]"
