P,deg,unimodular,bezout_U,bezout_V,bezout_residual,baker_interior_pts,genus,n_special_c,reducible_c,all_fibres_irreducible,mate_verdict,mate_top_D,mate_deg_bound_multiple,lambda_support,lambda_verified,certificate_id,rational_mate_found,rational_mate_poles,rational_mate_denominators_tried,source
3*x**4*y**3 - y - 2,7,True,27*x**5*y/4,-9*x**4*y**2 - 1,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
3*x**4*y**3 - y - 3,7,True,27*x**5*y/4,-9*x**4*y**2 - 1,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 2*y + 1,7,True,3*x**6/5,-3*x**5*y/2 + 1/2,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 2*y + 2,7,True,3*x**6/5,-3*x**5*y/2 + 1/2,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 2*y + 3,7,True,3*x**6/5,-3*x**5*y/2 + 1/2,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 2*y - 1,7,True,3*x**6/5,-3*x**5*y/2 + 1/2,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 2*y - 2,7,True,3*x**6/5,-3*x**5*y/2 + 1/2,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 2*y - 3,7,True,3*x**6/5,-3*x**5*y/2 + 1/2,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 3*y + 1,7,True,4*x**6/15,-2*x**5*y/3 + 1/3,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 3*y + 2,7,True,4*x**6/15,-2*x**5*y/3 + 1/3,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 3*y + 3,7,True,4*x**6/15,-2*x**5*y/3 + 1/3,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 3*y - 1,7,True,4*x**6/15,-2*x**5*y/3 + 1/3,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 3*y - 2,7,True,4*x**6/15,-2*x**5*y/3 + 1/3,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + 3*y - 3,7,True,4*x**6/15,-2*x**5*y/3 + 1/3,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + y + 1,7,True,12*x**6/5,-6*x**5*y + 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + y + 2,7,True,12*x**6/5,-6*x**5*y + 1,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + y + 3,7,True,12*x**6/5,-6*x**5*y + 1,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + y - 1,7,True,12*x**6/5,-6*x**5*y + 1,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + y - 2,7,True,12*x**6/5,-6*x**5*y + 1,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 + y - 3,7,True,12*x**6/5,-6*x**5*y + 1,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 2*y + 1,7,True,3*x**6/5,-3*x**5*y/2 - 1/2,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 2*y + 2,7,True,3*x**6/5,-3*x**5*y/2 - 1/2,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 2*y + 3,7,True,3*x**6/5,-3*x**5*y/2 - 1/2,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 2*y - 1,7,True,3*x**6/5,-3*x**5*y/2 - 1/2,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 2*y - 2,7,True,3*x**6/5,-3*x**5*y/2 - 1/2,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 2*y - 3,7,True,3*x**6/5,-3*x**5*y/2 - 1/2,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 3*y + 1,7,True,4*x**6/15,-2*x**5*y/3 - 1/3,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 3*y + 2,7,True,4*x**6/15,-2*x**5*y/3 - 1/3,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 3*y + 3,7,True,4*x**6/15,-2*x**5*y/3 - 1/3,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 3*y - 1,7,True,4*x**6/15,-2*x**5*y/3 - 1/3,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 3*y - 2,7,True,4*x**6/15,-2*x**5*y/3 - 1/3,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - 3*y - 3,7,True,4*x**6/15,-2*x**5*y/3 - 1/3,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - y + 1,7,True,12*x**6/5,-6*x**5*y - 1,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - y + 2,7,True,12*x**6/5,-6*x**5*y - 1,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - y + 3,7,True,12*x**6/5,-6*x**5*y - 1,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - y - 1,7,True,12*x**6/5,-6*x**5*y - 1,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - y - 2,7,True,12*x**6/5,-6*x**5*y - 1,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
3*x**5*y**2 - y - 3,7,True,12*x**6/5,-6*x**5*y - 1,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 2*x + 1,7,True,-x*y**5/2 + 1/2,y**6/5,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 2*x + 2,7,True,-x*y**5/2 + 1/2,y**6/5,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 2*x + 3,7,True,-x*y**5/2 + 1/2,y**6/5,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 2*x - 1,7,True,-x*y**5/2 + 1/2,y**6/5,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 2*x - 2,7,True,-x*y**5/2 + 1/2,y**6/5,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 2*x - 3,7,True,-x*y**5/2 + 1/2,y**6/5,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 3*x + 1,7,True,-2*x*y**5/9 + 1/3,4*y**6/45,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 3*x + 2,7,True,-2*x*y**5/9 + 1/3,4*y**6/45,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 3*x + 3,7,True,-2*x*y**5/9 + 1/3,4*y**6/45,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 3*x - 1,7,True,-2*x*y**5/9 + 1/3,4*y**6/45,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 3*x - 2,7,True,-2*x*y**5/9 + 1/3,4*y**6/45,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + 3*x - 3,7,True,-2*x*y**5/9 + 1/3,4*y**6/45,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + x + 1,7,True,-2*x*y**5 + 1,4*y**6/5,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + x + 2,7,True,-2*x*y**5 + 1,4*y**6/5,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + x + 3,7,True,-2*x*y**5 + 1,4*y**6/5,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + x - 1,7,True,-2*x*y**5 + 1,4*y**6/5,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + x - 2,7,True,-2*x*y**5 + 1,4*y**6/5,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 + x - 3,7,True,-2*x*y**5 + 1,4*y**6/5,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 2*x + 1,7,True,-x*y**5/2 - 1/2,y**6/5,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 2*x + 2,7,True,-x*y**5/2 - 1/2,y**6/5,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 2*x + 3,7,True,-x*y**5/2 - 1/2,y**6/5,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 2*x - 1,7,True,-x*y**5/2 - 1/2,y**6/5,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 2*x - 2,7,True,-x*y**5/2 - 1/2,y**6/5,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 2*x - 3,7,True,-x*y**5/2 - 1/2,y**6/5,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 3*x + 1,7,True,-2*x*y**5/9 - 1/3,4*y**6/45,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 3*x + 2,7,True,-2*x*y**5/9 - 1/3,4*y**6/45,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 3*x + 3,7,True,-2*x*y**5/9 - 1/3,4*y**6/45,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 3*x - 1,7,True,-2*x*y**5/9 - 1/3,4*y**6/45,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 3*x - 2,7,True,-2*x*y**5/9 - 1/3,4*y**6/45,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - 3*x - 3,7,True,-2*x*y**5/9 - 1/3,4*y**6/45,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - x + 1,7,True,-2*x*y**5 - 1,4*y**6/5,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - x + 2,7,True,-2*x*y**5 - 1,4*y**6/5,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - x + 3,7,True,-2*x*y**5 - 1,4*y**6/5,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - x - 1,7,True,-2*x*y**5 - 1,4*y**6/5,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - x - 2,7,True,-2*x*y**5 - 1,4*y**6/5,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**2*y**5 - x - 3,7,True,-2*x*y**5 - 1,4*y**6/5,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 2*x + 1,7,True,-3*x**2*y**4/4 + 1/2,9*x*y**5/16,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 2*x + 2,7,True,-3*x**2*y**4/4 + 1/2,9*x*y**5/16,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 2*x + 3,7,True,-3*x**2*y**4/4 + 1/2,9*x*y**5/16,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 2*x - 1,7,True,-3*x**2*y**4/4 + 1/2,9*x*y**5/16,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 2*x - 2,7,True,-3*x**2*y**4/4 + 1/2,9*x*y**5/16,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 2*x - 3,7,True,-3*x**2*y**4/4 + 1/2,9*x*y**5/16,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 3*x + 1,7,True,-x**2*y**4/3 + 1/3,x*y**5/4,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 3*x + 2,7,True,-x**2*y**4/3 + 1/3,x*y**5/4,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 3*x + 3,7,True,-x**2*y**4/3 + 1/3,x*y**5/4,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 3*x - 1,7,True,-x**2*y**4/3 + 1/3,x*y**5/4,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 3*x - 2,7,True,-x**2*y**4/3 + 1/3,x*y**5/4,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + 3*x - 3,7,True,-x**2*y**4/3 + 1/3,x*y**5/4,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + x + 1,7,True,-3*x**2*y**4 + 1,9*x*y**5/4,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + x + 2,7,True,-3*x**2*y**4 + 1,9*x*y**5/4,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + x + 3,7,True,-3*x**2*y**4 + 1,9*x*y**5/4,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + x - 1,7,True,-3*x**2*y**4 + 1,9*x*y**5/4,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + x - 2,7,True,-3*x**2*y**4 + 1,9*x*y**5/4,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 + x - 3,7,True,-3*x**2*y**4 + 1,9*x*y**5/4,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 2*x + 1,7,True,-3*x**2*y**4/4 - 1/2,9*x*y**5/16,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 2*x + 2,7,True,-3*x**2*y**4/4 - 1/2,9*x*y**5/16,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 2*x + 3,7,True,-3*x**2*y**4/4 - 1/2,9*x*y**5/16,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 2*x - 1,7,True,-3*x**2*y**4/4 - 1/2,9*x*y**5/16,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 2*x - 2,7,True,-3*x**2*y**4/4 - 1/2,9*x*y**5/16,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 2*x - 3,7,True,-3*x**2*y**4/4 - 1/2,9*x*y**5/16,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 3*x + 1,7,True,-x**2*y**4/3 - 1/3,x*y**5/4,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 3*x + 2,7,True,-x**2*y**4/3 - 1/3,x*y**5/4,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 3*x + 3,7,True,-x**2*y**4/3 - 1/3,x*y**5/4,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 3*x - 1,7,True,-x**2*y**4/3 - 1/3,x*y**5/4,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 3*x - 2,7,True,-x**2*y**4/3 - 1/3,x*y**5/4,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - 3*x - 3,7,True,-x**2*y**4/3 - 1/3,x*y**5/4,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - x + 1,7,True,-3*x**2*y**4 - 1,9*x*y**5/4,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - x + 2,7,True,-3*x**2*y**4 - 1,9*x*y**5/4,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - x + 3,7,True,-3*x**2*y**4 - 1,9*x*y**5/4,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - x - 1,7,True,-3*x**2*y**4 - 1,9*x*y**5/4,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - x - 2,7,True,-3*x**2*y**4 - 1,9*x*y**5/4,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**3*y**4 - x - 3,7,True,-3*x**2*y**4 - 1,9*x*y**5/4,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 2*y + 1,7,True,9*x**5*y/16,-3*x**4*y**2/4 + 1/2,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 2*y + 2,7,True,9*x**5*y/16,-3*x**4*y**2/4 + 1/2,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 2*y + 3,7,True,9*x**5*y/16,-3*x**4*y**2/4 + 1/2,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 2*y - 1,7,True,9*x**5*y/16,-3*x**4*y**2/4 + 1/2,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 2*y - 2,7,True,9*x**5*y/16,-3*x**4*y**2/4 + 1/2,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 2*y - 3,7,True,9*x**5*y/16,-3*x**4*y**2/4 + 1/2,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 3*y + 1,7,True,x**5*y/4,-x**4*y**2/3 + 1/3,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 3*y + 2,7,True,x**5*y/4,-x**4*y**2/3 + 1/3,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 3*y + 3,7,True,x**5*y/4,-x**4*y**2/3 + 1/3,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 3*y - 1,7,True,x**5*y/4,-x**4*y**2/3 + 1/3,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 3*y - 2,7,True,x**5*y/4,-x**4*y**2/3 + 1/3,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + 3*y - 3,7,True,x**5*y/4,-x**4*y**2/3 + 1/3,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + x**2*y**2 + y + 1,7,True,2*x**5*y + 11*x**3/6,-8*x**4*y**2/3 - 2*x**2*y + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20.json
x**4*y**3 + y + 1,7,True,9*x**5*y/4,-3*x**4*y**2 + 1,0,1,1,1,['c - 1'],False,EMPTY,14,2,4,True,lam-505d96e06a-D14,False,None,15,cert20.json
x**4*y**3 + y + 2,7,True,9*x**5*y/4,-3*x**4*y**2 + 1,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + y + 3,7,True,9*x**5*y/4,-3*x**4*y**2 + 1,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + y - 1,7,True,9*x**5*y/4,-3*x**4*y**2 + 1,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + y - 2,7,True,9*x**5*y/4,-3*x**4*y**2 + 1,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 + y - 3,7,True,9*x**5*y/4,-3*x**4*y**2 + 1,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 2*y + 1,7,True,9*x**5*y/16,-3*x**4*y**2/4 - 1/2,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 2*y + 2,7,True,9*x**5*y/16,-3*x**4*y**2/4 - 1/2,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 2*y + 3,7,True,9*x**5*y/16,-3*x**4*y**2/4 - 1/2,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 2*y - 1,7,True,9*x**5*y/16,-3*x**4*y**2/4 - 1/2,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 2*y - 2,7,True,9*x**5*y/16,-3*x**4*y**2/4 - 1/2,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 2*y - 3,7,True,9*x**5*y/16,-3*x**4*y**2/4 - 1/2,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 3*y + 1,7,True,x**5*y/4,-x**4*y**2/3 - 1/3,0,1,1,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 3*y + 2,7,True,x**5*y/4,-x**4*y**2/3 - 1/3,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 3*y + 3,7,True,x**5*y/4,-x**4*y**2/3 - 1/3,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 3*y - 1,7,True,x**5*y/4,-x**4*y**2/3 - 1/3,0,1,1,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 3*y - 2,7,True,x**5*y/4,-x**4*y**2/3 - 1/3,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - 3*y - 3,7,True,x**5*y/4,-x**4*y**2/3 - 1/3,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - y + 1,7,True,9*x**5*y/4,-3*x**4*y**2 - 1,0,1,1,1,['c - 1'],False,EMPTY,14,2,4,True,lam-0d5fb404b1-D14,False,None,31,cert2_20.json
x**4*y**3 - y + 2,7,True,9*x**5*y/4,-3*x**4*y**2 - 1,0,1,1,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - y + 3,7,True,9*x**5*y/4,-3*x**4*y**2 - 1,0,1,1,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - y - 1,7,True,9*x**5*y/4,-3*x**4*y**2 - 1,0,1,1,1,['c + 1'],False,EMPTY,14,2,4,True,lam-87b9483f89-D14,False,None,31,cert2_20.json
x**4*y**3 - y - 2,7,True,9*x**5*y/4,-3*x**4*y**2 - 1,0,1,1,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**4*y**3 - y - 3,7,True,9*x**5*y/4,-3*x**4*y**2 - 1,0,1,1,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**4*y**3/2 + x**2*y**2 + y + 1,7,True,3*x**5*y/4 + 7*x**3/4,-x**4*y**2 - 2*x**2*y + 1,0,1,1,1,['c - 1'],False,,,,,,,,,,cert20c.json
x**5*y**2 + 2*y + 1,7,True,x**6/5,-x**5*y/2 + 1/2,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + 2*y + 2,7,True,x**6/5,-x**5*y/2 + 1/2,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + 2*y + 3,7,True,x**6/5,-x**5*y/2 + 1/2,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + 2*y - 1,7,True,x**6/5,-x**5*y/2 + 1/2,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + 2*y - 2,7,True,x**6/5,-x**5*y/2 + 1/2,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + 2*y - 3,7,True,x**6/5,-x**5*y/2 + 1/2,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + 3*y + 1,7,True,4*x**6/45,-2*x**5*y/9 + 1/3,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + 3*y + 2,7,True,4*x**6/45,-2*x**5*y/9 + 1/3,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + 3*y + 3,7,True,4*x**6/45,-2*x**5*y/9 + 1/3,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + 3*y - 1,7,True,4*x**6/45,-2*x**5*y/9 + 1/3,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + 3*y - 2,7,True,4*x**6/45,-2*x**5*y/9 + 1/3,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + 3*y - 3,7,True,4*x**6/45,-2*x**5*y/9 + 1/3,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + y + 1,7,True,4*x**6/5,-2*x**5*y + 1,0,2,2,1,['c - 1'],False,EMPTY,14,2,4,True,lam-f08a93028d-D14,False,None,15,cert20.json
x**5*y**2 + y + 2,7,True,4*x**6/5,-2*x**5*y + 1,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + y + 3,7,True,4*x**6/5,-2*x**5*y + 1,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + y - 1,7,True,4*x**6/5,-2*x**5*y + 1,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + y - 2,7,True,4*x**6/5,-2*x**5*y + 1,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**5*y**2 + y - 3,7,True,4*x**6/5,-2*x**5*y + 1,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**5*y**2 - 2*y + 1,7,True,x**6/5,-x**5*y/2 - 1/2,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**5*y**2 - 2*y + 2,7,True,x**6/5,-x**5*y/2 - 1/2,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
x**5*y**2 - 2*y + 3,7,True,x**6/5,-x**5*y/2 - 1/2,0,2,2,1,['c - 3'],False,,,,,,,,,,cert2_20.json
x**5*y**2 - 2*y - 1,7,True,x**6/5,-x**5*y/2 - 1/2,0,2,2,1,['c + 1'],False,,,,,,,,,,cert2_20.json
x**5*y**2 - 2*y - 2,7,True,x**6/5,-x**5*y/2 - 1/2,0,2,2,1,['c + 2'],False,,,,,,,,,,cert2_20.json
x**5*y**2 - 2*y - 3,7,True,x**6/5,-x**5*y/2 - 1/2,0,2,2,1,['c + 3'],False,,,,,,,,,,cert2_20.json
x**5*y**2 - 3*y + 1,7,True,4*x**6/45,-2*x**5*y/9 - 1/3,0,2,2,1,['c - 1'],False,,,,,,,,,,cert2_20.json
x**5*y**2 - 3*y + 2,7,True,4*x**6/45,-2*x**5*y/9 - 1/3,0,2,2,1,['c - 2'],False,,,,,,,,,,cert2_20.json
